event,event_url,fighter_red,fighter_blue,result,method,round,time,bout_url
UFC 317: Topuria vs. Oliveira,http://ufcstats.com/event-details/66766984842c13dc,Tracy Cortez,Viviane Araujo,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/815ff62ca8e217be
UFC 317: Topuria vs. Oliveira,http://ufcstats.com/event-details/66766984842c13dc,Terrance McKinney,Viacheslav Borshchev,win,SUBGuillotine Choke,1,0:55,http://ufcstats.com/fight-details/d7be78c400e7e0f9
UFC 317: Topuria vs. Oliveira,http://ufcstats.com/event-details/66766984842c13dc,Jacobe Smith,Niko Price,win,SUBRear Naked Choke,2,4:03,http://ufcstats.com/fight-details/9bff9fe298e63357
UFC 317: Topuria vs. Oliveira,http://ufcstats.com/event-details/66766984842c13dc,Jhonata Diniz,Alvin Hines,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/043172689e415438
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Khalil Rountree Jr.,Jamahal Hill,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/03bc32bdb5a33496
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Rafael Fiziev,Ignacio Bahamondes,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/a1afc16e21d1a807
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Curtis Blaydes,Rizvan Kuniev,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/8e5744c664fec3e9
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Myktybek Orolbai,Tofiq Musayev,win,SUBKimura,1,4:35,http://ufcstats.com/fight-details/36ec204f47e4d613
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Nazim Sadykhov,Nikolas Motta,win,KO/TKOPunches,2,4:17,http://ufcstats.com/fight-details/7513a00037094075
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Muhammad Naimov,Bogdan Grad,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/19764211af05674c
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Seokhyeon Ko,Oban Elliott,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/e512b80bbaea36c2
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,JunYong Park,Ismail Naurdiev,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/5fcf18bcd2a020f1
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Daria Zhelezniakova,Melissa Mullins,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/fff3218758c513b8
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Klaudia Sygula,Irina Alekseeva,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2bfc0212f2cae65b
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Tagir Ulanbekov,Azat Maksum,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8c140756bf43dcc2
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,Mohammed Usman,Hamdy Abdelwahab,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/a12d3a6c8aaf87ca
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Kamaru Usman,Joaquin Buckley,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/d75b3d3c2b209b75
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Rose Namajunas,Miranda Maverick,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/79dfbbdd14fbbd11
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Edmen Shahbazyan,Andre Petroski,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/e5bd7e6e2a50a843
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Raoni Barcelos,Cody Garbrandt,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/1714950933f88ab9
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Mansur Abdul-Malik,Cody Brundage,drawdraw,Overturned,3,0:36,http://ufcstats.com/fight-details/08c04f18b0f58d71
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Alonzo Menifield,Oumar Sy,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ec2034b134ae71cd
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Paul Craig,Rodolfo Bellato,ncnc,CNC,1,4:59,http://ufcstats.com/fight-details/13e2ff8b3a122094
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Michael Chiesa,Court McGee,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/e861e9cc0118c670
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Malcolm Wellmaker,Kris Moutinho,win,KO/TKOPunch,1,2:37,http://ufcstats.com/fight-details/f6454f2e508626ec
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Jose Ochoa,Cody Durden,win,KO/TKOPunch,2,0:11,http://ufcstats.com/fight-details/b39b8ff0d7de211a
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Ricky Simon,Cameron Smotherman,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/59c4fdb3c0673066
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Phil Rowe,Ange Loosa,win,KO/TKOPunches,3,4:03,http://ufcstats.com/fight-details/2ae7404681deb3b3
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,Jamey-Lyn Horth,Vanessa Demopoulos,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ab325ea526824723
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Merab Dvalishvili,Sean O'Malley,win,SUBGuillotine Choke,3,4:42,http://ufcstats.com/fight-details/e61d83e4e1f9c4d7
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Kayla Harrison,Julianna Pena,win,SUBKimura,2,4:55,http://ufcstats.com/fight-details/81b84b34f0357fa5
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Joe Pyfer,Kelvin Gastelum,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/e28e829800466aca
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Mario Bautista,Patchy Mix,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/df5dac45fc585fb0
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Kevin Holland,Vicente Luque,win,SUBAnaconda Choke,2,1:03,http://ufcstats.com/fight-details/2129acab2280bd29
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Joshua Van,Bruno Silva,win,KO/TKOPunches,3,4:01,http://ufcstats.com/fight-details/b6a87389bdc36a00
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Azamat Murzakanov,Brendson Ribeiro,win,KO/TKOPunches,1,3:25,http://ufcstats.com/fight-details/01100a90b584215d
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Waldo Cortes-Acosta,Serghei Spivac,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ac977a0389682124
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Andreas Gustafsson,Khaos Williams,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/f0488a4486a64af0
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Wang Cong,Ariane da Silva,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d078e9046aa86307
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,JooSang Yoo,Jeka Saragih,win,KO/TKOPunch,1,0:28,http://ufcstats.com/fight-details/9f4a0de31375ba04
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,Quillan Salkilld,Yanal Ashmouz,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2e4064e0e6d4d92e
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,MarQuel Mederos,Mark Choinski,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0e8599eca8ccfa32
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Mateusz Gamrot,Ludovit Klein,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/212527d462690304
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Ramiz Brahimaj,Billy Ray Goff,win,SUBGuillotine Choke,1,3:16,http://ufcstats.com/fight-details/305d8c85b35a7d4e
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Dustin Jacoby,Bruno Lopes,win,KO/TKOPunch,1,1:50,http://ufcstats.com/fight-details/7aaa810540132a4b
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Ketlen Vieira,Macy Chiasson,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/106918bfbe24335d
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Zachary Reese,Dusko Todorovic,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ad68450307a21ab1
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Allan Nascimento,Jafel Filho,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/baa2ee0bf7f97079
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Jordan Leavitt,Kurt Holobaugh,win,SUBAnaconda Choke,1,1:39,http://ufcstats.com/fight-details/2521fed000747f47
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Bolaji Oki,Michael Aswell,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ae89ba793121fe0c
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,Alice Ardelean,Rayanne dos Santos,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/73240bea13ed5e71
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Michael Morales,Gilbert Burns,win,KO/TKOPunches,1,3:39,http://ufcstats.com/fight-details/a81ad236a2f221f2
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Mairon Santos,Sodiq Yusuff,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/dcb27eef6441268c
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Nursulton Ruziboev,Dustin Stoltzfus,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/b3044bf646306e7f
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Melquizael Costa,Julian Erosa,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/fe2acfdaaaec3dba
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Gabe Green,Matheus Camilo,win,SUBRear Naked Choke,2,3:43,http://ufcstats.com/fight-details/a9a6cca4bbf7a5db
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Jared Gordon,Thiago Moises,win,KO/TKOPunch,1,3:37,http://ufcstats.com/fight-details/8ba31cf0b3164b72
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Yadier del Valle,Connor Matthews,win,SUBRear Naked Choke,1,2:54,http://ufcstats.com/fight-details/d6e2bc6e6c0cc4fe
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Luana Santos,Tainara Lisboa,win,SUBKeylock,2,4:59,http://ufcstats.com/fight-details/f75fe8b384b0db11
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Denise Gomes,Elise Reed,win,KO/TKOPunches,2,0:30,http://ufcstats.com/fight-details/66887532be2de5ee
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,HyunSung Park,Carlos Hernandez,win,SUBRear Naked Choke,1,2:26,http://ufcstats.com/fight-details/18a7dc86279066f8
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,Tecia Pennington,Luana Pinheiro,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/afdd95ae7b7cdb0c
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Jack Della Maddalena,Belal Muhammad,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/b873c116e39c9920
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Valentina Shevchenko,Manon Fiorot,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/9e9d1764a015f313
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Aiemann Zahabi,Jose Aldo,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/891b2faf1bff38ee
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Natalia Silva,Alexa Grasso,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0f53eb509d0ffeb9
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Benoit Saint Denis,Kyle Prepolec,win,SUBArm Triangle,2,2:35,http://ufcstats.com/fight-details/c7190cd03e53fb61
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Mike Malott,Charles Radtke,win,KO/TKOPunch,2,0:26,http://ufcstats.com/fight-details/2521234a4bf7c615
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Jasmine Jasudavicius,Jessica Andrade,win,SUBRear Naked Choke,1,2:40,http://ufcstats.com/fight-details/4db2d86ebe8c8abd
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Modestas Bukauskas,Ion Cutelaba,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/c812457a810dde39
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Navajo Stirling,Ivan Erslan,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/99aa1f28e22bb6dd
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Marc-Andre Barriault,Bruno Silva,win,KO/TKOElbows,1,1:27,http://ufcstats.com/fight-details/6ecfa439ef900bcc
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Daniel Santos,JeongYeong Lee,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0e0a4282cd6c86d7
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,Bekzat Almakhan,Brad Katona,win,KO/TKOPunch,1,1:04,http://ufcstats.com/fight-details/c20bd12ae7f04eff
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Cory Sandhagen,Deiveson Figueiredo,win,KO/TKO,2,4:08,http://ufcstats.com/fight-details/9b3bade95e1dd484
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Reinier de Ridder,Bo Nickal,win,KO/TKOKnee,2,1:53,http://ufcstats.com/fight-details/380242601a2c5991
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Daniel Rodriguez,Santiago Ponzinibbio,win,KO/TKOPunch,3,1:12,http://ufcstats.com/fight-details/191ee545160a4e09
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Montel Jackson,Daniel Marcos,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/5ce29056e0cd2df9
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Serhiy Sidey,Cameron Smotherman,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/6ccd10adc968e1f0
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Mason Jones,Jeremy Stephens,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/9039959b41901412
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Yana Santos,Miesha Tate,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2707dc2245335cc1
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Azamat Bekoev,Ryan Loder,win,KO/TKOPunch,1,2:44,http://ufcstats.com/fight-details/77ed474dfc5359ea
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Gillian Robertson,Marina Rodriguez,win,KO/TKOPunches,2,2:07,http://ufcstats.com/fight-details/6e26a6293ea6ba62
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Quang Le,Gaston Bolanos,win,SUBRear Naked Choke,2,1:54,http://ufcstats.com/fight-details/97b32ff27fd457a8
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Thomas Petersen,Don'Tale Mayes,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/c445401709421fa4
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,Juliana Miller,Ivana Petrovic,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/469f887278324e63
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Ian Machado Garry,Carlos Prates,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/633f4b5ec767769d
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Zhang Mingyang,Anthony Smith,win,KO/TKOElbows,1,4:03,http://ufcstats.com/fight-details/a526a72ade275f46
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,David Onama,Giga Chikadze,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4072abf0b0c179f2
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Abus Magomedov,Michel Pereira,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/9bbd45774fb4a6eb
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Randy Brown,Nicolas Dalby,win,KO/TKOPunch,2,1:39,http://ufcstats.com/fight-details/fbf83609dc96f32e
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Ikram Aliskerov,Andre Muniz,win,KO/TKOPunches,1,4:54,http://ufcstats.com/fight-details/62fbdd4f0bcd3c2a
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Matt Schnell,Jimmy Flick,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d8d22dcc1f6912e7
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Evan Elder,Gauge Young,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/97770b38df67b276
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Chris Gutierrez,John Castaneda,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/6f3cb7ce84185dd3
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Da'Mon Blackshear,Alatengheili,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/7d51649373d42571
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Malcolm Wellmaker,Cameron Saaiman,win,KO/TKOPunch,1,1:59,http://ufcstats.com/fight-details/c2c20a04a78d9143
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Jaqueline Amorim,Polyana Viana,win,SUBRear Naked Choke,2,1:49,http://ufcstats.com/fight-details/e7b3ca036835b7c2
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Timmy Cuamba,Roberto Romero,win,KO/TKOFlying Knee,2,3:55,http://ufcstats.com/fight-details/23201d09a78d446d
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,Joselyne Edwards,Chelsea Chandler,win,KO/TKOPunches,1,2:31,http://ufcstats.com/fight-details/7fd6770fe2d4f258
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Alexander Volkanovski,Diego Lopes,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/e733f148060bef2a
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Paddy Pimblett,Michael Chandler,win,KO/TKOElbows,3,3:07,http://ufcstats.com/fight-details/d05cb4c4135ce402
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Yair Rodriguez,Patricio Freire,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d3be5a4e0ec273e2
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Jean Silva,Bryce Mitchell,win,SUBGuillotine Choke,2,3:52,http://ufcstats.com/fight-details/8c540eb4afe8c43e
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Dominick Reyes,Nikita Krylov,win,KO/TKOPunch,1,2:24,http://ufcstats.com/fight-details/b2d731415bd367df
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Dan Ige,Sean Woodson,win,KO/TKOPunches,3,1:12,http://ufcstats.com/fight-details/fc43d60cbd6b0e6a
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Virna Jandiroba,Yan Xiaonan,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0eccebee160137b1
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Chase Hooper,Jim Miller,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/11eb27a1ac74d225
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Julian Erosa,Darren Elkins,win,KO/TKOPunches,1,4:15,http://ufcstats.com/fight-details/08e7a39eb7482ebf
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,Michal Oleksiejczuk,Sedriques Dumas,win,KO/TKOPunches,1,2:49,http://ufcstats.com/fight-details/4bbda6c1f6cf9d4e
