event,event_url,fighter_red,fighter_blue,result,method,round,time,bout_url
UFC 271: Adesanya vs. Whittaker 2,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Casey O'Neill,Roxanne Modafferi,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/b1e048825b5bbe1c
UFC 271: Adesanya vs. Whittaker 2,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Kyler Phillips,Marcelo Rojo,win,SUBTriangle Armbar,3,1:48,http://ufcstats.com/fight-details/a0ba726da4a50458
UFC 271: Adesanya vs. Whittaker 2,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Carlos Ulberg,Fabio Cherant,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/3bebd99d5f94bec7
UFC 271: Adesanya vs. Whittaker 2,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Ronnie Lawrence,Mana Martinez,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/19e742ccaa09cf08
UFC 271: Adesanya vs. Whittaker 2,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Jacob Malkoun,AJ Dobson,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/c16bda7548181613
UFC 271: Adesanya vs. Whittaker 2,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Douglas Silva de Andrade,Sergey Morozov,win,SUBRear Naked Choke,2,3:24,http://ufcstats.com/fight-details/821bef3a3394dd96
UFC 271: Adesanya vs. Whittaker 2,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Jeremiah Wells,Blood Diamond,win,SUBRear Naked Choke,1,4:38,http://ufcstats.com/fight-details/507080ccded73591
UFC 271: Adesanya vs. Whittaker 2,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Maxim Grishin,William Knight,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/6708f3a32861038a
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Sean Strickland,Jack Hermansson,win,S-DEC,5,5:00,http://ufcstats.com/fight-details/4b67a1875390e7ad
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Nick Maximov,Punahele Soriano,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/ace166f26c2ac2e8
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Shavkat Rakhmonov,Carlston Harris,win,KO/TKOKick,1,4:10,http://ufcstats.com/fight-details/6b4c2cc27855506a
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Brendan Allen,Sam Alvey,win,SUBRear Naked Choke,2,2:10,http://ufcstats.com/fight-details/0730c4e6fb247fa1
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Bryan Battle,Tresean Gore,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0489b42ac0ab6d4b
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Julian Erosa,Steven Peterson,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/208c5dc52ccfd47a
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,John Castaneda,Miles Johns,win,SUBArm Triangle,3,1:38,http://ufcstats.com/fight-details/c816a969cb001168
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Hakeem Dawodu,Michael Trizano,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/84ebbad426d25713
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Chidi Njokuani,Marc-Andre Barriault,win,KO/TKOPunches,1,0:16,http://ufcstats.com/fight-details/f9ab966e63968c15
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Alexis Davis,Julija Stoliarenko,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/673ed36fa5c12d5f
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Jailton Almeida,Danilo Marques,win,KO/TKOPunches,1,2:57,http://ufcstats.com/fight-details/e82f15afac3dac93
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Phil Rowe,Jason Witt,win,KO/TKOPunches,2,2:15,http://ufcstats.com/fight-details/342779192b116314
UFC Fight Night: Hermansson vs. Strickland,http://ufcstats.com/event-details/883922e5cd6d8473,Malcolm Gordon,Denys Bondar,win,KO/TKO,1,1:22,http://ufcstats.com/fight-details/1765fc442ea03873
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Francis Ngannou,Ciryl Gane,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/e786542667fdecf0
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Deiveson Figueiredo,Brandon Moreno,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/cddd3d4febe097f8
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Michel Pereira,Andre Fialho,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/5ba543efdce072f5
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Said Nurmagomedov,Cody Stamann,win,SUBGuillotine Choke,1,0:47,http://ufcstats.com/fight-details/80f65ee9b6f8d63b
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Michael Morales,Trevin Giles,win,KO/TKOPunches,1,4:06,http://ufcstats.com/fight-details/453283e947919ff7
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Victor Henry,Raoni Barcelos,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/44a55ba1de2b30e2
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Jack Della Maddalena,Pete Rodriguez,win,KO/TKOPunch,1,2:59,http://ufcstats.com/fight-details/0669231ebe3dd560
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Tony Gravely,Saimon Oliveira,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/9687021e5c4d092a
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Matt Frevola,Genaro Valdez,win,KO/TKOPunches,1,3:15,http://ufcstats.com/fight-details/5da7168ac2ff0e1d
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Vanessa Demopoulos,Silvana Gomez Juarez,win,SUBArmbar,1,2:25,http://ufcstats.com/fight-details/4047c2e259529179
UFC 270: Ngannou vs. Gane,http://ufcstats.com/event-details/335ad945324c3a2e,Jasmine Jasudavicius,Kay Hansen,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0a0beb5aa9810de4
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Calvin Kattar,Giga Chikadze,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/9dfcf675cf2c1575
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Jake Collier,Chase Sherman,win,SUBRear Naked Choke,1,2:26,http://ufcstats.com/fight-details/3bcbb0e039f4f5d8
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Brandon Royval,Rogerio Bontorin,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/8d89f3b8798f444d
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Katlyn Cerminara,Jennifer Maia,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/f9a4e625dffc30d4
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Viacheslav Borshchev,Dakota Bush,win,KO/TKOPunch,1,3:47,http://ufcstats.com/fight-details/b5b5156c713c5d47
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Bill Algeo,Joanderson Brito,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8693027377658e61
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Jamie Pickett,Joseph Holmes,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/e8517ed0b49abc37
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Court McGee,Ramiz Brahimaj,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/3738135e4c9d8273
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,Brian Kelleher,Kevin Croom,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/7c2a02b5ea169b54
UFC Fight Night: Kattar vs. Chikadze,http://ufcstats.com/event-details/f5585e675af7afd4,TJ Brown,Charles Rosa,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/3a8c0158d910546d
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Derrick Lewis,Chris Daukaus,win,KO/TKOPunches,1,3:36,http://ufcstats.com/fight-details/4b7ec02b39fc6f70
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Belal Muhammad,Stephen Thompson,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8b3b38167060b1d7
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Amanda Lemos,Angela Hill,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/2e200563dd7c4922
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Ricky Simon,Raphael Assuncao,win,KO/TKOPunch,2,2:14,http://ufcstats.com/fight-details/a43dcd04788d95c7
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Mateusz Gamrot,Diego Ferreira,win,KO/TKOKnee,2,3:26,http://ufcstats.com/fight-details/730f14ccff80f3b0
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Cub Swanson,Darren Elkins,win,KO/TKOPunches,1,2:12,http://ufcstats.com/fight-details/2a5484a6d5e7a2da
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Gerald Meerschaert,Dustin Stoltzfus,win,SUBRear Naked Choke,3,2:58,http://ufcstats.com/fight-details/bdaca0a96d44438a
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Justin Tafa,Harry Hunsucker,win,KO/TKOKick,1,1:53,http://ufcstats.com/fight-details/fc0927c657c51622
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Melissa Gatto,Sijara Eubanks,win,KO/TKOKick,3,0:45,http://ufcstats.com/fight-details/dd552b389152636a
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Charles Jourdain,Andre Ewell,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/b4f88d65b47c2a39
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Raquel Pennington,Macy Chiasson,win,SUBGuillotine Choke,2,3:07,http://ufcstats.com/fight-details/85d9a516c3c6c205
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Don'Tale Mayes,Josh Parisian,win,KO/TKOElbows,3,3:26,http://ufcstats.com/fight-details/a760d0f5de2e1aaa
UFC Fight Night: Lewis vs. Daukaus,http://ufcstats.com/event-details/2a470ad41c22c25a,Jordan Leavitt,Matt Sayles,win,SUBInverted Triangle,2,2:05,http://ufcstats.com/fight-details/ea76a3af8c5ecc55
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Charles Oliveira,Dustin Poirier,win,SUBRear Naked Choke,3,1:02,http://ufcstats.com/fight-details/b22eab3aa1522f40
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Julianna Pena,Amanda Nunes,win,SUBRear Naked Choke,2,3:26,http://ufcstats.com/fight-details/0b633295d9e017a3
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Geoff Neal,Santiago Ponzinibbio,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/2d0d13dfc6c37ba8
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Kai Kara-France,Cody Garbrandt,win,KO/TKOPunches,1,3:21,http://ufcstats.com/fight-details/795aa42785a46643
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Sean O'Malley,Raulian Paiva,win,KO/TKOPunches,1,4:42,http://ufcstats.com/fight-details/8c01b7dccc4d0926
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Josh Emmett,Dan Ige,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/6537a32e7af905b0
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Dominick Cruz,Pedro Munhoz,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/abb8c6c0a057184e
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Tai Tuivasa,Augusto Sakai,win,KO/TKOPunches,2,0:26,http://ufcstats.com/fight-details/50f2539c73b98eec
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Bruno Silva,Jordan Wright,win,KO/TKOPunches,1,1:28,http://ufcstats.com/fight-details/9039762cb9f4abdb
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Andre Muniz,Eryk Anders,win,SUBArmbar,1,3:13,http://ufcstats.com/fight-details/16243b1470887cb6
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Erin Blanchfield,Miranda Maverick,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/fc2a30bfb760bdf8
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Ryan Hall,Darrick Minner,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/537a5aa4c248830e
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Tony Kelley,Randy Costa,win,KO/TKOElbows,2,4:15,http://ufcstats.com/fight-details/8bcdcfb0f93f1409
UFC 269: Oliveira vs. Poirier,http://ufcstats.com/event-details/ef927e4fe2117ab8,Gillian Robertson,Priscila Cachoeira,win,SUBRear Naked Choke,1,4:59,http://ufcstats.com/fight-details/505397f405e40206
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Jose Aldo,Rob Font,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/3109d1151f149aaf
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Rafael Fiziev,Brad Riddell,win,KO/TKOKick,3,2:20,http://ufcstats.com/fight-details/a38648a1c190f9be
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Jamahal Hill,Jimmy Crute,win,KO/TKOPunch,1,0:48,http://ufcstats.com/fight-details/b3847772199e2639
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Clay Guida,Leonardo Santos,win,SUBRear Naked Choke,2,1:21,http://ufcstats.com/fight-details/5d64044b985004e7
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Chris Curtis,Brendan Allen,win,KO/TKOKnees,2,1:58,http://ufcstats.com/fight-details/9e5bbbacf1d92cb4
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Alex Morono,Mickey Gall,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/657b7da9c89352fe
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Dusko Todorovic,Maki Pitolo,win,KO/TKOPunches,1,4:34,http://ufcstats.com/fight-details/723a8a8c82cab1c8
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Manel Kape,Zhalgas Zhumagulov,win,KO/TKOPunches,1,4:02,http://ufcstats.com/fight-details/376dddfa82debbf4
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Bryan Barberena,Darian Weeks,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/405bded9cc7a7c15
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Cheyanne Vlismas,Mallory Martin,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/3fc8afbb23b9ac16
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,William Knight,Alonzo Menifield,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/42b28adbed6966b7
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Claudio Puelles,Chris Gruetzemacher,win,SUBKneebar,3,3:25,http://ufcstats.com/fight-details/c74b03337a8441ed
UFC Fight Night: Font vs. Aldo,http://ufcstats.com/event-details/509697e08673d2e5,Vince Morales,Louis Smolka,win,KO/TKOPunch,1,2:02,http://ufcstats.com/fight-details/1ce1a43ef68ffc7d
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Ketlen Vieira,Miesha Tate,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/18f19b1422e8154b
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Sean Brady,Michael Chiesa,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/50bf4bb2f8d9aba4
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Taila Santos,Joanne Wood,win,SUBRear Naked Choke,1,4:49,http://ufcstats.com/fight-details/bb15c0a2911043bd
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Rani Yahya,Kyung Ho Kang,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/1cd8f5a107f64e39
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Adrian Yanez,Davey Grant,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/9b9ef12603e820ec
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Pat Sabatini,Tucker Lutz,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/f592f168f3b8b807
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Rafa Garcia,Natan Levy,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/fd60e75303622e5e
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Loopy Godinez,Loma Lookboonmee,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/450534f9fb9b13cd
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Cody Durden,Aoriqileng,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/84c68c4c387d2e32
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Shayilan Nuerdanbieke,Sean Soriano,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/1ff89e2a9cc2f2d2
UFC Fight Night: Vieira vs. Tate,http://ufcstats.com/event-details/c95fbc085e17a532,Luana Pinheiro,Sam Hughes,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8dd086e2e70144fd
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Max Holloway,Yair Rodriguez,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/147e984aa34e3028
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Marcos Rogerio de Lima,Ben Rothwell,win,KO/TKOPunches,1,0:32,http://ufcstats.com/fight-details/1013cdbb6c9a4a2e
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Felicia Spencer,Leah Letson,win,KO/TKOElbows,3,4:25,http://ufcstats.com/fight-details/e6ce8360ef43891c
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Khaos Williams,Miguel Baeza,win,KO/TKOPunch,3,1:02,http://ufcstats.com/fight-details/8636b67096df4b27
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Song Yadong,Julio Arce,win,KO/TKOPunches,2,1:35,http://ufcstats.com/fight-details/73c97d5c314f1270
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Joel Alvarez,Thiago Moises,win,KO/TKOElbows,1,3:01,http://ufcstats.com/fight-details/0273dbd5dedbdbe0
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Andrea Lee,Cynthia Calvillo,win,KO/TKO,2,5:00,http://ufcstats.com/fight-details/c0518d213b67e754
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Sean Woodson,Collin Anglin,win,KO/TKOPunches,1,4:30,http://ufcstats.com/fight-details/a27a355f52883f3e
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Cortney Casey,Liana Jojua,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/66eee2320e900a8a
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Rafael Alves,Marc Diakiese,win,SUBGuillotine Choke,1,1:48,http://ufcstats.com/fight-details/2c21abbc28e3876a
UFC Fight Night: Holloway vs. Rodriguez,http://ufcstats.com/event-details/b5abaa65f87938eb,Da Woon Jung,Kennedy Nzechukwu,win,KO/TKOElbows,1,3:04,http://ufcstats.com/fight-details/81bb4d9b214adf4b
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Kamaru Usman,Colby Covington,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/31b3ae9352d9389b
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Rose Namajunas,Zhang Weili,win,S-DEC,5,5:00,http://ufcstats.com/fight-details/19722043e7eb4e39
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Marlon Vera,Frankie Edgar,win,KO/TKOKick,3,3:50,http://ufcstats.com/fight-details/c634ed84212723ca
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Shane Burgos,Billy Quarantillo,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/a260238fdb9c47cf
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Justin Gaethje,Michael Chandler,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/999a0fad4c82148d
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Alex Pereira,Andreas Michailidis,win,KO/TKOFlying Knee,2,0:18,http://ufcstats.com/fight-details/385101e8ad828c39
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,King Green,Al Iaquinta,win,KO/TKOPunches,1,2:25,http://ufcstats.com/fight-details/d69e3677060af4c7
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Chris Curtis,Phil Hawes,win,KO/TKOPunch,1,4:27,http://ufcstats.com/fight-details/fa3b28ff3585b4a0
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Nassourdine Imavov,Edmen Shahbazyan,win,KO/TKOElbows,2,4:52,http://ufcstats.com/fight-details/095a351dd6f09f7e
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Ian Machado Garry,Jordan Williams,win,KO/TKOPunch,1,4:59,http://ufcstats.com/fight-details/733dcfec0cc9b439
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Chris Barnett,Gian Villante,win,KO/TKOKick,2,2:23,http://ufcstats.com/fight-details/e25875165648162b
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Dustin Jacoby,John Allan,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/88cc78d2d5d6bcaa
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Melsik Baghdasaryan,Bruno Souza,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/73d541adc2909dc8
UFC 268: Usman vs. Covington 2,http://ufcstats.com/event-details/48e093ea1f43a053,Ode Osbourne,CJ Vergara,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/8081cb92f71401c6
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Glover Teixeira,Jan Blachowicz,win,SUBRear Naked Choke,2,3:02,http://ufcstats.com/fight-details/919fb76d2f3e5827
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Petr Yan,Cory Sandhagen,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/18edff5447989b3f
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Islam Makhachev,Dan Hooker,win,SUBKimura,1,2:25,http://ufcstats.com/fight-details/5ad4c0eae7512878
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Alexander Volkov,Marcin Tybura,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/13e3e41e0c6f4e04
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Khamzat Chimaev,Li Jingliang,win,SUBRear Naked Choke,1,3:16,http://ufcstats.com/fight-details/987cdcbc809e210d
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Magomed Ankalaev,Volkan Oezdemir,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/58b19ba734fe93a3
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Amanda Ribas,Virna Jandiroba,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d84968d7e9fcb4f3
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Zubaira Tukhugov,Ricardo Ramos,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/41cdfea7df63003f
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Albert Duraev,Roman Kopylov,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/768c86e307295944
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Elizeu Zaleski dos Santos,Benoit Saint Denis,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/efc6af0151f72b87
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Michal Oleksiejczuk,Shamil Gamzatov,win,KO/TKOPunch,1,3:31,http://ufcstats.com/fight-details/92c49cb075f612d7
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Lerone Murphy,Makwan Amirkhani,win,KO/TKOKnee,2,0:14,http://ufcstats.com/fight-details/156f2425a937b22f
